ecoregion species DOMpool DecayRate AmountT0 Q10
423_5 BETU.PAP 8 0.0187 0.1151 2
423_5 BETU.PAP 9 0.0718 0.1503 2
423_5 BETU.PAP 10 0.0001 0.0001 2
423_5 FAGU.GRA 1 0.355 50.673 2.65
423_5 FAGU.GRA 2 0.5 17.3895 2
423_5 FAGU.GRA 3 0.1435 78.5253 2
423_5 FAGU.GRA 4 0.1435 17.2145 2
423_5 FAGU.GRA 5 0.0374 191.4645 2
423_5 FAGU.GRA 6 0.015 734.1947 2.65
423_5 FAGU.GRA 7 0.0033 2314.2019 1
423_5 FAGU.GRA 8 0.0187 138.4246 2
423_5 FAGU.GRA 9 0.0718 22.468 2
423_5 FAGU.GRA 10 0.0001 0.0001 2
423_5 LARI.LAR 1 0.355 31.0923 2.65
423_5 LARI.LAR 2 0.5 15.1944 2
423_5 LARI.LAR 3 0.1435 10.5745 2
423_5 LARI.LAR 4 0.1435 10.3384 2
423_5 LARI.LAR 5 0.0374 0.2437 2
423_5 LARI.LAR 6 0.015 123.3835 2.65
423_5 LARI.LAR 7 0.0033 546.6036 1
423_5 LARI.LAR 8 0.0187 0.0971 2
423_5 LARI.LAR 9 0.0718 0.012 2
423_5 LARI.LAR 10 0.0001 0.0001 2
423_5 PICE.GLA 1 0.355 249.9822 2.65
423_5 PICE.GLA 2 0.5 76.703 2
423_5 PICE.GLA 3 0.1435 292.4039 2
423_5 PICE.GLA 4 0.1435 59.5078 2
423_5 PICE.GLA 5 0.0374 694.0585 2
423_5 PICE.GLA 6 0.015 1980.4289 2.65
423_5 PICE.GLA 7 0.0033 5456.7037 1
423_5 PICE.GLA 8 0.0187 578.7379 2
423_5 PICE.GLA 9 0.0718 118.0285 2
423_5 PICE.GLA 10 0.0001 0.0001 2
423_5 PICE.MAR 1 0.355 56.7214 2.65
423_5 PICE.MAR 2 0.5 20.4072 2
423_5 PICE.MAR 3 0.1435 62.6509 2
423_5 PICE.MAR 4 0.1435 17.7638 2
423_5 PICE.MAR 5 0.0374 160.8331 2
423_5 PICE.MAR 6 0.015 626.1153 2.65
423_5 PICE.MAR 7 0.0033 1974.1712 1
423_5 PICE.MAR 8 0.0187 94.9433 2
423_5 PICE.MAR 9 0.0718 20.0608 2
423_5 PICE.MAR 10 0.0001 0.0001 2
423_5 PICE.RUB 1 0.355 26.1936 2.65
423_5 PICE.RUB 2 0.5 12.734 2
423_5 PICE.RUB 3 0.1435 9.008 2
423_5 PICE.RUB 4 0.1435 8.6969 2
423_5 PICE.RUB 5 0.0374 1.4472 2
423_5 PICE.RUB 6 0.015 106.6754 2.65
423_5 PICE.RUB 7 0.0033 493.1632 1
423_5 PICE.RUB 8 0.0187 0.5929 2
423_5 PICE.RUB 9 0.0718 0.1267 2
423_5 PICE.RUB 10 0.0001 0.0001 2
423_5 PINU.BAN 1 0.355 192.8721 2.65
423_5 PINU.BAN 2 0.5 81.5153 2
423_5 PINU.BAN 3 0.1435 148.7791 2
423_5 PINU.BAN 4 0.1435 58.8894 2
423_5 PINU.BAN 5 0.0374 244.8962 2
423_5 PINU.BAN 6 0.015 1333.0572 2.65
423_5 PINU.BAN 7 0.0033 4230.6754 1
423_5 PINU.BAN 8 0.0187 142.7111 2
423_5 PINU.BAN 9 0.0718 41.4165 2
423_5 PINU.BAN 10 0.0001 0.0001 2
423_5 PINU.RES 1 0.355 1.6332 2.65
423_5 PINU.RES 2 0.5 0.347 2
423_5 PINU.RES 3 0.1435 7.6867 2
423_5 PINU.RES 4 0.1435 0.8125 2
423_5 PINU.RES 5 0.0374 57.5477 2
423_5 PINU.RES 6 0.015 188.7016 2.65
423_5 PINU.RES 7 0.0033 568.4611 1
423_5 PINU.RES 8 0.0187 19.5593 2
423_5 PINU.RES 9 0.0718 1.4353 2
423_5 PINU.RES 10 0.0001 0.0001 2
423_5 PINU.STR 1 0.355 152.0201 2.65
423_5 PINU.STR 2 0.5 71.5878 2
423_5 PINU.STR 3 0.1435 70.6152 2
423_5 PINU.STR 4 0.1435 50.1983 2
423_5 PINU.STR 5 0.0374 146.0111 2
423_5 PINU.STR 6 0.015 886.2475 2.65
423_5 PINU.STR 7 0.0033 3338.2943 1
423_5 PINU.STR 8 0.0187 62.0033 2
423_5 PINU.STR 9 0.0718 8.7972 2
423_5 PINU.STR 10 0.0001 0.0001 2
423_5 POPU.TRE 1 0.355 89.3606 2.65
423_5 POPU.TRE 2 0.5 41.9032 2
423_5 POPU.TRE 3 0.1435 45.6032 2
423_5 POPU.TRE 4 0.1435 30.2224 2
423_5 POPU.TRE 5 0.0374 20.4967 2
423_5 POPU.TRE 6 0.015 482.1271 2.65
423_5 POPU.TRE 7 0.0033 1921.3492 1
423_5 POPU.TRE 8 0.0187 18.982 2
423_5 POPU.TRE 9 0.0718 6.3924 2
423_5 POPU.TRE 10 0.0001 0.0001 2
423_5 QUER.RUB 1 0.355 150.5597 2.65
423_5 QUER.RUB 2 0.5 42.917 2
423_5 QUER.RUB 3 0.1435 316.628 2
423_5 QUER.RUB 4 0.1435 41.7708 2
423_5 QUER.RUB 5 0.0374 860.6636 2
423_5 QUER.RUB 6 0.015 2362.8768 2.65
423_5 QUER.RUB 7 0.0033 6312.0739 1
423_5 QUER.RUB 8 0.0187 624.1811 2
423_5 QUER.RUB 9 0.0718 106.3766 2
423_5 QUER.RUB 10 0.0001 0.0001 2
423_5 THUJ.SPP.ALL 1 0.355 81.8 2.65
423_5 THUJ.SPP.ALL 2 0.5 37.6755 2
423_5 THUJ.SPP.ALL 3 0.1435 40.1802 2
423_5 THUJ.SPP.ALL 4 0.1435 26.4588 2
423_5 THUJ.SPP.ALL 5 0.0374 53.5484 2
423_5 THUJ.SPP.ALL 6 0.015 420.6773 2.65
423_5 THUJ.SPP.ALL 7 0.0033 1675.0165 1
423_5 THUJ.SPP.ALL 8 0.0187 35.8776 2
423_5 THUJ.SPP.ALL 9 0.0718 6.803 2
423_5 THUJ.SPP.ALL 10 0.0001 0.0001 2
423_5 TSUG.CAN 1 0.355 71.141 2.65
423_5 TSUG.CAN 2 0.5 34.3954 2
423_5 TSUG.CAN 3 0.1435 28.2238 2
423_5 TSUG.CAN 4 0.1435 24.1492 2
423_5 TSUG.CAN 5 0.0374 28.7251 2
423_5 TSUG.CAN 6 0.015 348.5815 2.65
423_5 TSUG.CAN 7 0.0033 1507.2956 1
423_5 TSUG.CAN 8 0.0187 11.8393 2
423_5 TSUG.CAN 9 0.0718 1.5606 2
423_5 TSUG.CAN 10 0.0001 0.0001 2
425_1 ABIE.BAL 1 0.355 6.754 2.65
425_1 ABIE.BAL 2 0.5 3.2007 2
425_1 ABIE.BAL 3 0.1435 2.3351 2
425_1 ABIE.BAL 4 0.1435 2.2796 2
425_1 ABIE.BAL 5 0.0374 0.0935 2
425_1 ABIE.BAL 6 0.015 32.5646 2.65
425_1 ABIE.BAL 7 0.0033 147.5954 1
425_1 ABIE.BAL 8 0.0187 0.0449 2
425_1 ABIE.BAL 9 0.0718 0.021 2
425_1 ABIE.BAL 10 0.0001 0.0001 2
425_1 ACER.RUB 1 0.355 32.8476 2.65
425_1 ACER.RUB 2 0.5 15.7874 2
425_1 ACER.RUB 3 0.1435 13.4218 2
425_1 ACER.RUB 4 0.1435 11.1641 2
425_1 ACER.RUB 5 0.0374 1.1735 2
425_1 ACER.RUB 6 0.015 150.3072 2.65
425_1 ACER.RUB 7 0.0033 669.4973 1
425_1 ACER.RUB 8 0.0187 1.1765 2
425_1 ACER.RUB 9 0.0718 1.0797 2
425_1 ACER.RUB 10 0.0001 0.0001 2
425_1 ACER.SAH 1 0.355 155.4575 2.65
425_1 ACER.SAH 2 0.5 72.4996 2
425_1 ACER.SAH 3 0.1435 89.9564 2
425_1 ACER.SAH 4 0.1435 52.2471 2
425_1 ACER.SAH 5 0.0374 87.7881 2
425_1 ACER.SAH 6 0.015 951.0072 2.65
425_1 ACER.SAH 7 0.0033 3569.2638 1
425_1 ACER.SAH 8 0.0187 60.4223 2
425_1 ACER.SAH 9 0.0718 15.2105 2
425_1 ACER.SAH 10 0.0001 0.0001 2
425_1 BETU.ALL 1 0.355 82.8999 2.65
425_1 BETU.ALL 2 0.5 40.5421 2
425_1 BETU.ALL 3 0.1435 32.0372 2
425_1 BETU.ALL 4 0.1435 27.6204 2
425_1 BETU.ALL 5 0.0374 4.1379 2
425_1 BETU.ALL 6 0.015 349.0241 2.65
425_1 BETU.ALL 7 0.0033 1548.6302 1
425_1 BETU.ALL 8 0.0187 4.1963 2
425_1 BETU.ALL 9 0.0718 2.0919 2
425_1 BETU.ALL 10 0.0001 0.0001 2
425_1 BETU.PAP 1 0.355 31.9686 2.65
425_1 BETU.PAP 2 0.5 15.5835 2
425_1 BETU.PAP 3 0.1435 11.1945 2
425_1 BETU.PAP 4 0.1435 10.7705 2
425_1 BETU.PAP 5 0.0374 0.0205 2
425_1 BETU.PAP 6 0.015 132.4196 2.65
425_1 BETU.PAP 7 0.0033 617.9153 1
425_1 BETU.PAP 8 0.0187 0.02 2
425_1 BETU.PAP 9 0.0718 0.171 2
425_1 BETU.PAP 10 0.0001 0.0001 2
425_1 FAGU.GRA 1 0.355 97.436 2.65
425_1 FAGU.GRA 2 0.5 35.2814 2
425_1 FAGU.GRA 3 0.1435 129.8646 2
425_1 FAGU.GRA 4 0.1435 29.7312 2
425_1 FAGU.GRA 5 0.0374 246.1378 2
425_1 FAGU.GRA 6 0.015 1020.1558 2.65
425_1 FAGU.GRA 7 0.0033 3127.0812 1
425_1 FAGU.GRA 8 0.0187 206.0281 2
425_1 FAGU.GRA 9 0.0718 41.648 2
425_1 FAGU.GRA 10 0.0001 0.0001 2
425_1 LARI.LAR 1 0.355 36.3668 2.65
425_1 LARI.LAR 2 0.5 17.0829 2
425_1 LARI.LAR 3 0.1435 18.2147 2
425_1 LARI.LAR 4 0.1435 11.5099 2
425_1 LARI.LAR 5 0.0374 0.3647 2
425_1 LARI.LAR 6 0.015 145.6427 2.65
425_1 LARI.LAR 7 0.0033 603.5148 1
425_1 LARI.LAR 8 0.0187 0.3994 2
425_1 LARI.LAR 9 0.0718 4.8541 2
425_1 LARI.LAR 10 0.0001 0.0001 2
425_1 PICE.GLA 1 0.355 218.9468 2.65
425_1 PICE.GLA 2 0.5 66.2457 2
425_1 PICE.GLA 3 0.1435 276.889 2
425_1 PICE.GLA 4 0.1435 52.6818 2
425_1 PICE.GLA 5 0.0374 613.2565 2
425_1 PICE.GLA 6 0.015 1858.8497 2.65
425_1 PICE.GLA 7 0.0033 5004.9882 1
425_1 PICE.GLA 8 0.0187 495.4982 2
425_1 PICE.GLA 9 0.0718 112.5509 2
425_1 PICE.GLA 10 0.0001 0.0001 2
425_1 PICE.MAR 1 0.355 60.3802 2.65
425_1 PICE.MAR 2 0.5 20.1373 2
425_1 PICE.MAR 3 0.1435 74.3923 2
425_1 PICE.MAR 4 0.1435 17.4344 2
425_1 PICE.MAR 5 0.0374 159.8836 2
425_1 PICE.MAR 6 0.015 628.4192 2.65
425_1 PICE.MAR 7 0.0033 1865.3608 1
425_1 PICE.MAR 8 0.0187 108.7066 2
425_1 PICE.MAR 9 0.0718 26.6711 2
425_1 PICE.MAR 10 0.0001 0.0001 2
425_1 PICE.RUB 1 0.355 20.3886 2.65
425_1 PICE.RUB 2 0.5 9.8643 2
425_1 PICE.RUB 3 0.1435 6.9782 2
425_1 PICE.RUB 4 0.1435 6.7812 2
425_1 PICE.RUB 5 0.0374 0.7381 2
425_1 PICE.RUB 6 0.015 82.359 2.65
425_1 PICE.RUB 7 0.0033 386.4162 1
425_1 PICE.RUB 8 0.0187 0.2857 2
425_1 PICE.RUB 9 0.0718 0.078 2
425_1 PICE.RUB 10 0.0001 0.0001 2
425_1 PINU.BAN 1 0.355 170.1351 2.65
425_1 PINU.BAN 2 0.5 81.8581 2
425_1 PINU.BAN 3 0.1435 96.8895 2
425_1 PINU.BAN 4 0.1435 57.2247 2
425_1 PINU.BAN 5 0.0374 187.9115 2
425_1 PINU.BAN 6 0.015 1185.6021 2.65
425_1 PINU.BAN 7 0.0033 4031.8953 1
425_1 PINU.BAN 8 0.0187 72.7791 2
425_1 PINU.BAN 9 0.0718 10.2884 2
425_1 PINU.BAN 10 0.0001 0.0001 2
425_1 PINU.RES 1 0.355 3.6991 2.65
425_1 PINU.RES 2 0.5 0.9462 2
425_1 PINU.RES 3 0.1435 12.9232 2
425_1 PINU.RES 4 0.1435 1.509 2
425_1 PINU.RES 5 0.0374 43.618 2
425_1 PINU.RES 6 0.015 168.4523 2.65
425_1 PINU.RES 7 0.0033 480.0771 1
425_1 PINU.RES 8 0.0187 20.3157 2
425_1 PINU.RES 9 0.0718 3.1526 2
425_1 PINU.RES 10 0.0001 0.0001 2
425_1 PINU.STR 1 0.355 106.3627 2.65
425_1 PINU.STR 2 0.5 50.5647 2
425_1 PINU.STR 3 0.1435 48.0433 2
425_1 PINU.STR 4 0.1435 35.4773 2
425_1 PINU.STR 5 0.0374 60.2254 2
425_1 PINU.STR 6 0.015 566.3442 2.65
425_1 PINU.STR 7 0.0033 2234.558 1
425_1 PINU.STR 8 0.0187 28.2849 2
425_1 PINU.STR 9 0.0718 5.2279 2
425_1 PINU.STR 10 0.0001 0.0001 2
425_1 POPU.TRE 1 0.355 111.9774 2.65
425_1 POPU.TRE 2 0.5 51.1693 2
425_1 POPU.TRE 3 0.1435 66.6013 2
425_1 POPU.TRE 4 0.1435 36.284 2
425_1 POPU.TRE 5 0.0374 26.5267 2
425_1 POPU.TRE 6 0.015 604.7387 2.65
425_1 POPU.TRE 7 0.0033 2267.8856 1
425_1 POPU.TRE 8 0.0187 25.4031 2
425_1 POPU.TRE 9 0.0718 13.8613 2
425_1 POPU.TRE 10 0.0001 0.0001 2
425_1 QUER.RUB 1 0.355 222.9821 2.65
425_1 QUER.RUB 2 0.5 63.0588 2
425_1 QUER.RUB 3 0.1435 443.2325 2
425_1 QUER.RUB 4 0.1435 58.4009 2
425_1 QUER.RUB 5 0.0374 999.3483 2
425_1 QUER.RUB 6 0.015 2827.1505 2.65
425_1 QUER.RUB 7 0.0033 7374.2031 1
425_1 QUER.RUB 8 0.0187 819.6772 2
425_1 QUER.RUB 9 0.0718 163.0475 2
425_1 QUER.RUB 10 0.0001 0.0001 2
425_1 THUJ.SPP.ALL 1 0.355 87.6352 2.65
425_1 THUJ.SPP.ALL 2 0.5 38.2843 2
425_1 THUJ.SPP.ALL 3 0.1435 51.5677 2
425_1 THUJ.SPP.ALL 4 0.1435 26.7337 2
425_1 THUJ.SPP.ALL 5 0.0374 70.8307 2
425_1 THUJ.SPP.ALL 6 0.015 475.5078 2.65
425_1 THUJ.SPP.ALL 7 0.0033 1727.7694 1
425_1 THUJ.SPP.ALL 8 0.0187 49.7819 2
425_1 THUJ.SPP.ALL 9 0.0718 13.6775 2
425_1 THUJ.SPP.ALL 10 0.0001 0.0001 2
425_1 TSUG.CAN 1 0.355 74.4616 2.65
425_1 TSUG.CAN 2 0.5 35.651 2
425_1 TSUG.CAN 3 0.1435 30.8117 2
425_1 TSUG.CAN 4 0.1435 24.985 2
425_1 TSUG.CAN 5 0.0374 30.6625 2
425_1 TSUG.CAN 6 0.015 362.9319 2.65
425_1 TSUG.CAN 7 0.0033 1524.0134 1
425_1 TSUG.CAN 8 0.0187 13.6337 2
425_1 TSUG.CAN 9 0.0718 2.9022 2
425_1 TSUG.CAN 10 0.0001 0.0001 2
425_2 ABIE.BAL 1 0.355 8.2115 2.65
425_2 ABIE.BAL 2 0.5 3.8615 2
425_2 ABIE.BAL 3 0.1435 2.8147 2
425_2 ABIE.BAL 4 0.1435 2.7159 2
425_2 ABIE.BAL 5 0.0374 0.1371 2
425_2 ABIE.BAL 6 0.015 37.7708 2.65
425_2 ABIE.BAL 7 0.0033 166.6351 1
425_2 ABIE.BAL 8 0.0187 0.0817 2
425_2 ABIE.BAL 9 0.0718 0.0335 2
425_2 ABIE.BAL 10 0.0001 0.0001 2
425_2 ACER.RUB 1 0.355 37.7663 2.65
425_2 ACER.RUB 2 0.5 17.8587 2
425_2 ACER.RUB 3 0.1435 15.5104 2
425_2 ACER.RUB 4 0.1435 12.4799 2
425_2 ACER.RUB 5 0.0374 1.0983 2
425_2 ACER.RUB 6 0.015 167.0996 2.65
425_2 ACER.RUB 7 0.0033 718.7946 1
425_2 ACER.RUB 8 0.0187 1.1222 2
425_2 ACER.RUB 9 0.0718 1.3036 2
425_2 ACER.RUB 10 0.0001 0.0001 2
425_2 ACER.SAH 1 0.355 144.4057 2.65
425_2 ACER.SAH 2 0.5 66.3226 2
425_2 ACER.SAH 3 0.1435 86.0876 2
425_2 ACER.SAH 4 0.1435 47.462 2
425_2 ACER.SAH 5 0.0374 68.4072 2
425_2 ACER.SAH 6 0.015 853.9096 2.65
425_2 ACER.SAH 7 0.0033 3181.8835 1
425_2 ACER.SAH 8 0.0187 49.8798 2
425_2 ACER.SAH 9 0.0718 17.7831 2
425_2 ACER.SAH 10 0.0001 0.0001 2
425_2 BETU.ALL 1 0.355 81.7587 2.65
425_2 BETU.ALL 2 0.5 39.56 2
425_2 BETU.ALL 3 0.1435 32.9795 2
425_2 BETU.ALL 4 0.1435 26.9193 2
425_2 BETU.ALL 5 0.0374 4.4237 2
425_2 BETU.ALL 6 0.015 346.8632 2.65
425_2 BETU.ALL 7 0.0033 1505.7131 1
425_2 BETU.ALL 8 0.0187 4.6563 2
425_2 BETU.ALL 9 0.0718 2.8642 2
425_2 BETU.ALL 10 0.0001 0.0001 2
425_2 BETU.PAP 1 0.355 31.9451 2.65
425_2 BETU.PAP 2 0.5 15.4328 2
425_2 BETU.PAP 3 0.1435 11.1349 2
425_2 BETU.PAP 4 0.1435 10.6056 2
425_2 BETU.PAP 5 0.0374 0.0436 2
425_2 BETU.PAP 6 0.015 130.772 2.65
425_2 BETU.PAP 7 0.0033 594.8437 1
425_2 BETU.PAP 8 0.0187 0.0505 2
425_2 BETU.PAP 9 0.0718 0.2133 2
425_2 BETU.PAP 10 0.0001 0.0001 2
425_2 FAGU.GRA 1 0.355 108.9655 2.65
425_2 FAGU.GRA 2 0.5 38.9602 2
425_2 FAGU.GRA 3 0.1435 147.7975 2
425_2 FAGU.GRA 4 0.1435 31.9397 2
425_2 FAGU.GRA 5 0.0374 261.2333 2
425_2 FAGU.GRA 6 0.015 1109.8664 2.65
425_2 FAGU.GRA 7 0.0033 3291.7275 1
425_2 FAGU.GRA 8 0.0187 223.3967 2
425_2 FAGU.GRA 9 0.0718 48.7697 2
425_2 FAGU.GRA 10 0.0001 0.0001 2
425_2 LARI.LAR 1 0.355 29.7904 2.65
425_2 LARI.LAR 2 0.5 14.3158 2
425_2 LARI.LAR 3 0.1435 11.8492 2
425_2 LARI.LAR 4 0.1435 9.661 2
425_2 LARI.LAR 5 0.0374 0.1529 2
425_2 LARI.LAR 6 0.015 116.0561 2.65
425_2 LARI.LAR 7 0.0033 495.2799 1
425_2 LARI.LAR 8 0.0187 0.1321 2
425_2 LARI.LAR 9 0.0718 1.4613 2
425_2 LARI.LAR 10 0.0001 0.0001 2
425_2 PICE.GLA 1 0.355 260.8283 2.65
425_2 PICE.GLA 2 0.5 74.3198 2
425_2 PICE.GLA 3 0.1435 333.3775 2
425_2 PICE.GLA 4 0.1435 57.9746 2
425_2 PICE.GLA 5 0.0374 695.9053 2
425_2 PICE.GLA 6 0.015 2088.6349 2.65
425_2 PICE.GLA 7 0.0033 5437.1095 1
425_2 PICE.GLA 8 0.0187 572.7859 2
425_2 PICE.GLA 9 0.0718 144.7657 2
425_2 PICE.GLA 10 0.0001 0.0001 2
425_2 PICE.MAR 1 0.355 83.0437 2.65
425_2 PICE.MAR 2 0.5 24.9824 2
425_2 PICE.MAR 3 0.1435 97.2313 2
425_2 PICE.MAR 4 0.1435 20.2247 2
425_2 PICE.MAR 5 0.0374 186.5884 2
425_2 PICE.MAR 6 0.015 715.6589 2.65
425_2 PICE.MAR 7 0.0033 2009.2579 1
425_2 PICE.MAR 8 0.0187 133.0604 2
425_2 PICE.MAR 9 0.0718 41.8011 2
425_2 PICE.MAR 10 0.0001 0.0001 2
425_2 PICE.RUB 1 0.355 22.7322 2.65
425_2 PICE.RUB 2 0.5 11.0158 2
425_2 PICE.RUB 3 0.1435 7.7334 2
425_2 PICE.RUB 4 0.1435 7.5393 2
425_2 PICE.RUB 5 0.0374 0.7675 2
425_2 PICE.RUB 6 0.015 91.0792 2.65
425_2 PICE.RUB 7 0.0033 423.5641 1
425_2 PICE.RUB 8 0.0187 0.2702 2
425_2 PICE.RUB 9 0.0718 0.0874 2
425_2 PICE.RUB 10 0.0001 0.0001 2
425_2 PINU.BAN 1 0.355 206.9263 2.65
425_2 PINU.BAN 2 0.5 83.1035 2
425_2 PINU.BAN 3 0.1435 151.5219 2
425_2 PINU.BAN 4 0.1435 57.5262 2
425_2 PINU.BAN 5 0.0374 205.8241 2
425_2 PINU.BAN 6 0.015 1261.9849 2.65
425_2 PINU.BAN 7 0.0033 3889.7529 1
425_2 PINU.BAN 8 0.0187 108.0904 2
425_2 PINU.BAN 9 0.0718 54.2201 2
425_2 PINU.BAN 10 0.0001 0.0001 2
425_2 PINU.RES 1 0.355 7.1521 2.65
425_2 PINU.RES 2 0.5 2.0613 2
425_2 PINU.RES 3 0.1435 16.7538 2
425_2 PINU.RES 4 0.1435 2.3637 2
425_2 PINU.RES 5 0.0374 44.0458 2
425_2 PINU.RES 6 0.015 183.5496 2.65
425_2 PINU.RES 7 0.0033 513.6913 1
425_2 PINU.RES 8 0.0187 21.4997 2
425_2 PINU.RES 9 0.0718 4.8646 2
425_2 PINU.RES 10 0.0001 0.0001 2
425_2 PINU.STR 1 0.355 113.6377 2.65
425_2 PINU.STR 2 0.5 52.2002 2
425_2 PINU.STR 3 0.1435 58.3059 2
425_2 PINU.STR 4 0.1435 36.6735 2
425_2 PINU.STR 5 0.0374 72.5637 2
425_2 PINU.STR 6 0.015 612.6068 2.65
425_2 PINU.STR 7 0.0033 2313.0982 1
425_2 PINU.STR 8 0.0187 37.6476 2
425_2 PINU.STR 9 0.0718 10.7233 2
425_2 PINU.STR 10 0.0001 0.0001 2
425_2 POPU.TRE 1 0.355 129.7611 2.65
425_2 POPU.TRE 2 0.5 54.0912 2
425_2 POPU.TRE 3 0.1435 103.6545 2
425_2 POPU.TRE 4 0.1435 38.0275 2
425_2 POPU.TRE 5 0.0374 29.3739 2
425_2 POPU.TRE 6 0.015 697.479 2.65
425_2 POPU.TRE 7 0.0033 2357.339 1
425_2 POPU.TRE 8 0.0187 30.2185 2
425_2 POPU.TRE 9 0.0718 32.9932 2
425_2 POPU.TRE 10 0.0001 0.0001 2
425_2 QUER.RUB 1 0.355 242.3846 2.65
425_2 QUER.RUB 2 0.5 66.8705 2
425_2 QUER.RUB 3 0.1435 477.9384 2
425_2 QUER.RUB 4 0.1435 61.4187 2
425_2 QUER.RUB 5 0.0374 1001.9747 2
425_2 QUER.RUB 6 0.015 2874.3834 2.65
425_2 QUER.RUB 7 0.0033 7416.218 1
425_2 QUER.RUB 8 0.0187 839.6049 2
425_2 QUER.RUB 9 0.0718 182.9778 2
425_2 QUER.RUB 10 0.0001 0.0001 2
425_2 THUJ.SPP.ALL 1 0.355 84.9875 2.65
425_2 THUJ.SPP.ALL 2 0.5 36.6825 2
425_2 THUJ.SPP.ALL 3 0.1435 50.9902 2
425_2 THUJ.SPP.ALL 4 0.1435 25.4546 2
425_2 THUJ.SPP.ALL 5 0.0374 62.8824 2
425_2 THUJ.SPP.ALL 6 0.015 444.1421 2.65
425_2 THUJ.SPP.ALL 7 0.0033 1595.4414 1
425_2 THUJ.SPP.ALL 8 0.0187 45.4404 2
425_2 THUJ.SPP.ALL 9 0.0718 14.4638 2
425_2 THUJ.SPP.ALL 10 0.0001 0.0001 2
425_2 TSUG.CAN 1 0.355 77.3367 2.65
425_2 TSUG.CAN 2 0.5 36.3626 2
425_2 TSUG.CAN 3 0.1435 34.4436 2
425_2 TSUG.CAN 4 0.1435 25.4447 2
425_2 TSUG.CAN 5 0.0374 38.2551 2
425_2 TSUG.CAN 6 0.015 384.677 2.65
425_2 TSUG.CAN 7 0.0033 1562.0369 1
425_2 TSUG.CAN 8 0.0187 19.4409 2
425_2 TSUG.CAN 9 0.0718 4.7117 2
425_2 TSUG.CAN 10 0.0001 0.0001 2
425_3 ABIE.BAL 1 0.355 7.2575 2.65
425_3 ABIE.BAL 2 0.5 3.4439 2
425_3 ABIE.BAL 3 0.1435 2.5641 2
425_3 ABIE.BAL 4 0.1435 2.4527 2
425_3 ABIE.BAL 5 0.0374 0.1687 2
425_3 ABIE.BAL 6 0.015 34.783 2.65
425_3 ABIE.BAL 7 0.0033 156.6588 1
425_3 ABIE.BAL 8 0.0187 0.1107 2
425_3 ABIE.BAL 9 0.0718 0.0444 2
425_3 ABIE.BAL 10 0.0001 0.0001 2
425_3 ACER.RUB 1 0.355 35.5605 2.65
425_3 ACER.RUB 2 0.5 16.9976 2
425_3 ACER.RUB 3 0.1435 14.5089 2
425_3 ACER.RUB 4 0.1435 11.9663 2
425_3 ACER.RUB 5 0.0374 0.966 2
425_3 ACER.RUB 6 0.015 160.2255 2.65
425_3 ACER.RUB 7 0.0033 706.7151 1
425_3 ACER.RUB 8 0.0187 1.0085 2
425_3 ACER.RUB 9 0.0718 1.2024 2
425_3 ACER.RUB 10 0.0001 0.0001 2
425_3 ACER.SAH 1 0.355 144.9045 2.65
425_3 ACER.SAH 2 0.5 65.9588 2
425_3 ACER.SAH 3 0.1435 98.1002 2
425_3 ACER.SAH 4 0.1435 47.8832 2
425_3 ACER.SAH 5 0.0374 99.734 2
425_3 ACER.SAH 6 0.015 919.5396 2.65
425_3 ACER.SAH 7 0.0033 3361.1591 1
425_3 ACER.SAH 8 0.0187 77.0113 2
425_3 ACER.SAH 9 0.0718 22.7288 2
425_3 ACER.SAH 10 0.0001 0.0001 2
425_3 BETU.ALL 1 0.355 80.9937 2.65
425_3 BETU.ALL 2 0.5 39.7943 2
425_3 BETU.ALL 3 0.1435 31.2903 2
425_3 BETU.ALL 4 0.1435 27.2565 2
425_3 BETU.ALL 5 0.0374 2.6923 2
425_3 BETU.ALL 6 0.015 344.2288 2.65
425_3 BETU.ALL 7 0.0033 1543.3306 1
425_3 BETU.ALL 8 0.0187 2.8883 2
425_3 BETU.ALL 9 0.0718 1.8095 2
425_3 BETU.ALL 10 0.0001 0.0001 2
425_3 BETU.PAP 1 0.355 31.9814 2.65
425_3 BETU.PAP 2 0.5 15.5963 2
425_3 BETU.PAP 3 0.1435 11.4299 2
425_3 BETU.PAP 4 0.1435 10.8142 2
425_3 BETU.PAP 5 0.0374 0.1144 2
425_3 BETU.PAP 6 0.015 134.3623 2.65
425_3 BETU.PAP 7 0.0033 621.8162 1
425_3 BETU.PAP 8 0.0187 0.1259 2
425_3 BETU.PAP 9 0.0718 0.2534 2
425_3 BETU.PAP 10 0.0001 0.0001 2
425_3 FAGU.GRA 1 0.355 97.7818 2.65
425_3 FAGU.GRA 2 0.5 35.9768 2
425_3 FAGU.GRA 3 0.1435 128.0086 2
425_3 FAGU.GRA 4 0.1435 29.4789 2
425_3 FAGU.GRA 5 0.0374 225.8221 2
425_3 FAGU.GRA 6 0.015 1007.0423 2.65
425_3 FAGU.GRA 7 0.0033 3061.0343 1
425_3 FAGU.GRA 8 0.0187 197.3563 2
425_3 FAGU.GRA 9 0.0718 42.6681 2
425_3 FAGU.GRA 10 0.0001 0.0001 2
425_3 LARI.LAR 1 0.355 30.6682 2.65
425_3 LARI.LAR 2 0.5 14.9534 2
425_3 LARI.LAR 3 0.1435 11.9389 2
425_3 LARI.LAR 4 0.1435 10.1768 2
