ecoregion species DOMpool DecayRate AmountT0 Q10
418_5 FAGU.GRA 3 0.1435 180.5996 2
418_5 FAGU.GRA 4 0.1435 33.6349 2
418_5 FAGU.GRA 5 0.0374 259.1875 2
418_5 FAGU.GRA 6 0.015 1178.1073 2.65
418_5 FAGU.GRA 7 0.0033 3333.7749 1
418_5 FAGU.GRA 8 0.0187 220.0542 2
418_5 FAGU.GRA 9 0.0718 59.9351 2
418_5 FAGU.GRA 10 0.0001 0.0001 2
418_5 LARI.LAR 1 0.355 129.8458 2.65
418_5 LARI.LAR 2 0.5 59.8729 2
418_5 LARI.LAR 3 0.1435 80.6923 2
418_5 LARI.LAR 4 0.1435 40.1426 2
418_5 LARI.LAR 5 0.0374 7.8687 2
418_5 LARI.LAR 6 0.015 674.3608 2.65
418_5 LARI.LAR 7 0.0033 2204.1506 1
418_5 LARI.LAR 8 0.0187 9.8585 2
418_5 LARI.LAR 9 0.0718 21.6381 2
418_5 LARI.LAR 10 0.0001 0.0001 2
418_5 PICE.GLA 1 0.355 382.0049 2.65
418_5 PICE.GLA 2 0.5 90.9833 2
418_5 PICE.GLA 3 0.1435 505.604 2
418_5 PICE.GLA 4 0.1435 67.9104 2
418_5 PICE.GLA 5 0.0374 865.838 2
418_5 PICE.GLA 6 0.015 2563.232 2.65
418_5 PICE.GLA 7 0.0033 6121.755 1
418_5 PICE.GLA 8 0.0187 811.4982 2
418_5 PICE.GLA 9 0.0718 264.5384 2
418_5 PICE.GLA 10 0.0001 0.0001 2
418_5 PICE.MAR 1 0.355 169.0544 2.65
418_5 PICE.MAR 2 0.5 57.8798 2
418_5 PICE.MAR 3 0.1435 175.7952 2
418_5 PICE.MAR 4 0.1435 42.8252 2
418_5 PICE.MAR 5 0.0374 259.6495 2
418_5 PICE.MAR 6 0.015 1117.1118 2.65
418_5 PICE.MAR 7 0.0033 3246.967 1
418_5 PICE.MAR 8 0.0187 210.4213 2
418_5 PICE.MAR 9 0.0718 75.7652 2
418_5 PICE.MAR 10 0.0001 0.0001 2
418_5 PICE.RUB 1 0.355 18.2832 2.65
418_5 PICE.RUB 2 0.5 8.8172 2
418_5 PICE.RUB 3 0.1435 6.4307 2
418_5 PICE.RUB 4 0.1435 6.0167 2
418_5 PICE.RUB 5 0.0374 0.95 2
418_5 PICE.RUB 6 0.015 73.8377 2.65
418_5 PICE.RUB 7 0.0033 320.9407 1
418_5 PICE.RUB 8 0.0187 0.4567 2
418_5 PICE.RUB 9 0.0718 0.1628 2
418_5 PICE.RUB 10 0.0001 0.0001 2
418_5 PINU.BAN 1 0.355 143.2949 2.65
418_5 PINU.BAN 2 0.5 58.8999 2
418_5 PINU.BAN 3 0.1435 135.8978 2
418_5 PINU.BAN 4 0.1435 43.9239 2
418_5 PINU.BAN 5 0.0374 236.3556 2
418_5 PINU.BAN 6 0.015 1128.3609 2.65
418_5 PINU.BAN 7 0.0033 3324.9278 1
418_5 PINU.BAN 8 0.0187 151.6612 2
418_5 PINU.BAN 9 0.0718 39.5246 2
418_5 PINU.BAN 10 0.0001 0.0001 2
418_5 PINU.RES 1 0.355 35.8812 2.65
418_5 PINU.RES 2 0.5 5.0358 2
418_5 PINU.RES 3 0.1435 49.5078 2
418_5 PINU.RES 4 0.1435 5.696 2
418_5 PINU.RES 5 0.0374 78.9664 2
418_5 PINU.RES 6 0.015 355.1895 2.65
418_5 PINU.RES 7 0.0033 897.6215 1
418_5 PINU.RES 8 0.0187 49.6936 2
418_5 PINU.RES 9 0.0718 32.7653 2
418_5 PINU.RES 10 0.0001 0.0001 2
418_5 PINU.STR 1 0.355 127.6663 2.65
418_5 PINU.STR 2 0.5 43.342 2
418_5 PINU.STR 3 0.1435 123.1018 2
418_5 PINU.STR 4 0.1435 29.2735 2
418_5 PINU.STR 5 0.0374 138.3541 2
418_5 PINU.STR 6 0.015 668.8735 2.65
418_5 PINU.STR 7 0.0033 1807.4162 1
418_5 PINU.STR 8 0.0187 116.1653 2
418_5 PINU.STR 9 0.0718 61.1172 2
418_5 PINU.STR 10 0.0001 0.0001 2
418_5 POPU.TRE 1 0.355 98.1949 2.65
418_5 POPU.TRE 2 0.5 42.8641 2
418_5 POPU.TRE 3 0.1435 75.9864 2
418_5 POPU.TRE 4 0.1435 31.1538 2
418_5 POPU.TRE 5 0.0374 26.5518 2
418_5 POPU.TRE 6 0.015 555.2197 2.65
418_5 POPU.TRE 7 0.0033 1919.314 1
418_5 POPU.TRE 8 0.0187 30.7909 2
418_5 POPU.TRE 9 0.0718 22.3129 2
418_5 POPU.TRE 10 0.0001 0.0001 2
418_5 QUER.RUB 1 0.355 399.5165 2.65
418_5 QUER.RUB 2 0.5 100.3444 2
418_5 QUER.RUB 3 0.1435 685.7246 2
418_5 QUER.RUB 4 0.1435 75.2105 2
418_5 QUER.RUB 5 0.0374 778.394 2
418_5 QUER.RUB 6 0.015 2545.1944 2.65
418_5 QUER.RUB 7 0.0033 5907.2894 1
418_5 QUER.RUB 8 0.0187 846.5874 2
418_5 QUER.RUB 9 0.0718 373.4947 2
418_5 QUER.RUB 10 0.0001 0.0001 2
418_5 THUJ.SPP.ALL 1 0.355 65.5856 2.65
418_5 THUJ.SPP.ALL 2 0.5 26.5306 2
418_5 THUJ.SPP.ALL 3 0.1435 45.4914 2
418_5 THUJ.SPP.ALL 4 0.1435 18.2802 2
418_5 THUJ.SPP.ALL 5 0.0374 47.0026 2
418_5 THUJ.SPP.ALL 6 0.015 316.8898 2.65
418_5 THUJ.SPP.ALL 7 0.0033 1093.6927 1
418_5 THUJ.SPP.ALL 8 0.0187 41.8867 2
418_5 THUJ.SPP.ALL 9 0.0718 17.1006 2
418_5 THUJ.SPP.ALL 10 0.0001 0.0001 2
418_5 TSUG.CAN 1 0.355 78.3206 2.65
418_5 TSUG.CAN 2 0.5 31.7079 2
418_5 TSUG.CAN 3 0.1435 56.8616 2
418_5 TSUG.CAN 4 0.1435 21.8905 2
418_5 TSUG.CAN 5 0.0374 83.9692 2
418_5 TSUG.CAN 6 0.015 424.997 2.65
418_5 TSUG.CAN 7 0.0033 1368.6437 1
418_5 TSUG.CAN 8 0.0187 69.3341 2
418_5 TSUG.CAN 9 0.0718 19.9472 2
418_5 TSUG.CAN 10 0.0001 0.0001 2
419_1 ABIE.BAL 1 0.355 7.4377 2.65
419_1 ABIE.BAL 2 0.5 3.4467 2
419_1 ABIE.BAL 3 0.1435 2.6042 2
419_1 ABIE.BAL 4 0.1435 2.4645 2
419_1 ABIE.BAL 5 0.0374 0.1521 2
419_1 ABIE.BAL 6 0.015 35.7521 2.65
419_1 ABIE.BAL 7 0.0033 154.284 1
419_1 ABIE.BAL 8 0.0187 0.0731 2
419_1 ABIE.BAL 9 0.0718 0.0476 2
419_1 ABIE.BAL 10 0.0001 0.0001 2
419_1 ACER.RUB 1 0.355 45.1744 2.65
419_1 ACER.RUB 2 0.5 20.5358 2
419_1 ACER.RUB 3 0.1435 26.5684 2
419_1 ACER.RUB 4 0.1435 14.4269 2
419_1 ACER.RUB 5 0.0374 9.1062 2
419_1 ACER.RUB 6 0.015 219.6129 2.65
419_1 ACER.RUB 7 0.0033 820.5969 1
419_1 ACER.RUB 8 0.0187 8.8456 2
419_1 ACER.RUB 9 0.0718 5.5434 2
419_1 ACER.RUB 10 0.0001 0.0001 2
419_1 ACER.SAH 1 0.355 71.716 2.65
419_1 ACER.SAH 2 0.5 27.703 2
419_1 ACER.SAH 3 0.1435 81.7247 2
419_1 ACER.SAH 4 0.1435 20.9723 2
419_1 ACER.SAH 5 0.0374 116.6493 2
419_1 ACER.SAH 6 0.015 635.6069 2.65
419_1 ACER.SAH 7 0.0033 1967.3223 1
419_1 ACER.SAH 8 0.0187 94.2223 2
419_1 ACER.SAH 9 0.0718 29.1238 2
419_1 ACER.SAH 10 0.0001 0.0001 2
419_1 BETU.ALL 1 0.355 99.313 2.65
419_1 BETU.ALL 2 0.5 40.7583 2
419_1 BETU.ALL 3 0.1435 90.3648 2
419_1 BETU.ALL 4 0.1435 28.9102 2
419_1 BETU.ALL 5 0.0374 76.8663 2
419_1 BETU.ALL 6 0.015 576.6649 2.65
419_1 BETU.ALL 7 0.0033 1886.1178 1
419_1 BETU.ALL 8 0.0187 82.6598 2
419_1 BETU.ALL 9 0.0718 29.1227 2
419_1 BETU.ALL 10 0.0001 0.0001 2
419_1 BETU.PAP 1 0.355 35.2348 2.65
419_1 BETU.PAP 2 0.5 16.9082 2
419_1 BETU.PAP 3 0.1435 14.0455 2
419_1 BETU.PAP 4 0.1435 11.6247 2
419_1 BETU.PAP 5 0.0374 0.2987 2
419_1 BETU.PAP 6 0.015 148.8477 2.65
419_1 BETU.PAP 7 0.0033 644.1107 1
419_1 BETU.PAP 8 0.0187 0.3535 2
419_1 BETU.PAP 9 0.0718 1.3255 2
419_1 BETU.PAP 10 0.0001 0.0001 2
419_1 FAGU.GRA 1 0.355 62.2889 2.65
419_1 FAGU.GRA 2 0.5 21.1738 2
419_1 FAGU.GRA 3 0.1435 103.6151 2
419_1 FAGU.GRA 4 0.1435 19.2681 2
419_1 FAGU.GRA 5 0.0374 174.3658 2
419_1 FAGU.GRA 6 0.015 732.1829 2.65
419_1 FAGU.GRA 7 0.0033 2129.2774 1
419_1 FAGU.GRA 8 0.0187 130.5386 2
419_1 FAGU.GRA 9 0.0718 34.6968 2
419_1 FAGU.GRA 10 0.0001 0.0001 2
419_1 LARI.LAR 1 0.355 18.7515 2.65
419_1 LARI.LAR 2 0.5 8.7953 2
419_1 LARI.LAR 3 0.1435 7.7008 2
419_1 LARI.LAR 4 0.1435 5.879 2
419_1 LARI.LAR 5 0.0374 0.0498 2
419_1 LARI.LAR 6 0.015 72.3521 2.65
419_1 LARI.LAR 7 0.0033 285.285 1
419_1 LARI.LAR 8 0.0187 0.0793 2
419_1 LARI.LAR 9 0.0718 1.1605 2
419_1 LARI.LAR 10 0.0001 0.0001 2
419_1 PICE.GLA 1 0.355 231.5124 2.65
419_1 PICE.GLA 2 0.5 69.5299 2
419_1 PICE.GLA 3 0.1435 262.9345 2
419_1 PICE.GLA 4 0.1435 50.9381 2
419_1 PICE.GLA 5 0.0374 487.547 2
419_1 PICE.GLA 6 0.015 1525.5198 2.65
419_1 PICE.GLA 7 0.0033 4084.955 1
419_1 PICE.GLA 8 0.0187 435.9933 2
419_1 PICE.GLA 9 0.0718 120.4352 2
419_1 PICE.GLA 10 0.0001 0.0001 2
419_1 PICE.MAR 1 0.355 148.6509 2.65
419_1 PICE.MAR 2 0.5 54.8085 2
419_1 PICE.MAR 3 0.1435 137.1936 2
419_1 PICE.MAR 4 0.1435 40.5784 2
419_1 PICE.MAR 5 0.0374 214.0321 2
419_1 PICE.MAR 6 0.015 992.3012 2.65
419_1 PICE.MAR 7 0.0033 3034.3342 1
419_1 PICE.MAR 8 0.0187 158.4714 2
419_1 PICE.MAR 9 0.0718 53.4735 2
419_1 PICE.MAR 10 0.0001 0.0001 2
419_1 PICE.RUB 1 0.355 30.0316 2.65
419_1 PICE.RUB 2 0.5 14.5629 2
419_1 PICE.RUB 3 0.1435 10.8055 2
419_1 PICE.RUB 4 0.1435 9.794 2
419_1 PICE.RUB 5 0.0374 2.3119 2
419_1 PICE.RUB 6 0.015 122.9566 2.65
419_1 PICE.RUB 7 0.0033 527.1165 1
419_1 PICE.RUB 8 0.0187 0.8099 2
419_1 PICE.RUB 9 0.0718 0.4694 2
419_1 PICE.RUB 10 0.0001 0.0001 2
419_1 PINU.BAN 1 0.355 174.5916 2.65
419_1 PINU.BAN 2 0.5 66.1488 2
419_1 PINU.BAN 3 0.1435 167.3142 2
419_1 PINU.BAN 4 0.1435 48.9164 2
419_1 PINU.BAN 5 0.0374 291.5897 2
419_1 PINU.BAN 6 0.015 1270.3586 2.65
419_1 PINU.BAN 7 0.0033 3756.5784 1
419_1 PINU.BAN 8 0.0187 202.1968 2
419_1 PINU.BAN 9 0.0718 60.1642 2
419_1 PINU.BAN 10 0.0001 0.0001 2
419_1 PINU.RES 1 0.355 15.0013 2.65
419_1 PINU.RES 2 0.5 3.4367 2
419_1 PINU.RES 3 0.1435 24.4117 2
419_1 PINU.RES 4 0.1435 3.0704 2
419_1 PINU.RES 5 0.0374 35.6164 2
419_1 PINU.RES 6 0.015 157.2992 2.65
419_1 PINU.RES 7 0.0033 374.9031 1
419_1 PINU.RES 8 0.0187 22.3758 2
419_1 PINU.RES 9 0.0718 11.2387 2
419_1 PINU.RES 10 0.0001 0.0001 2
419_1 PINU.STR 1 0.355 108.1143 2.65
419_1 PINU.STR 2 0.5 43.9093 2
419_1 PINU.STR 3 0.1435 70.021 2
419_1 PINU.STR 4 0.1435 29.9952 2
419_1 PINU.STR 5 0.0374 84.4159 2
419_1 PINU.STR 6 0.015 564.8205 2.65
419_1 PINU.STR 7 0.0033 1918.6231 1
419_1 PINU.STR 8 0.0187 50.0582 2
419_1 PINU.STR 9 0.0718 27.6331 2
419_1 PINU.STR 10 0.0001 0.0001 2
419_1 POPU.TRE 1 0.355 90.4489 2.65
419_1 POPU.TRE 2 0.5 39.2809 2
419_1 POPU.TRE 3 0.1435 63.0832 2
419_1 POPU.TRE 4 0.1435 28.5655 2
419_1 POPU.TRE 5 0.0374 25.8031 2
419_1 POPU.TRE 6 0.015 494.0945 2.65
419_1 POPU.TRE 7 0.0033 1771.7434 1
419_1 POPU.TRE 8 0.0187 28.0883 2
419_1 POPU.TRE 9 0.0718 17.5707 2
419_1 POPU.TRE 10 0.0001 0.0001 2
419_1 QUER.RUB 1 0.355 361.719 2.65
419_1 QUER.RUB 2 0.5 93.5396 2
419_1 QUER.RUB 3 0.1435 498.0837 2
419_1 QUER.RUB 4 0.1435 59.6498 2
419_1 QUER.RUB 5 0.0374 452.3305 2
419_1 QUER.RUB 6 0.015 1821.4183 2.65
419_1 QUER.RUB 7 0.0033 4315.8193 1
419_1 QUER.RUB 8 0.0187 470.196 2
419_1 QUER.RUB 9 0.0718 312.6797 2
419_1 QUER.RUB 10 0.0001 0.0001 2
419_1 THUJ.SPP.ALL 1 0.355 51.5854 2.65
419_1 THUJ.SPP.ALL 2 0.5 23.3977 2
419_1 THUJ.SPP.ALL 3 0.1435 24.7721 2
419_1 THUJ.SPP.ALL 4 0.1435 16.8833 2
419_1 THUJ.SPP.ALL 5 0.0374 18.7683 2
419_1 THUJ.SPP.ALL 6 0.015 249.1196 2.65
419_1 THUJ.SPP.ALL 7 0.0033 1027.145 1
419_1 THUJ.SPP.ALL 8 0.0187 13.1223 2
419_1 THUJ.SPP.ALL 9 0.0718 4.7294 2
419_1 THUJ.SPP.ALL 10 0.0001 0.0001 2
419_1 TSUG.CAN 1 0.355 51.3473 2.65
419_1 TSUG.CAN 2 0.5 22.7348 2
419_1 TSUG.CAN 3 0.1435 29.5178 2
419_1 TSUG.CAN 4 0.1435 15.4954 2
419_1 TSUG.CAN 5 0.0374 30.2572 2
419_1 TSUG.CAN 6 0.015 244.1391 2.65
419_1 TSUG.CAN 7 0.0033 889.724 1
419_1 TSUG.CAN 8 0.0187 23.4936 2
419_1 TSUG.CAN 9 0.0718 7.6477 2
419_1 TSUG.CAN 10 0.0001 0.0001 2
419_2 ABIE.BAL 1 0.355 7.0086 2.65
419_2 ABIE.BAL 2 0.5 3.2224 2
419_2 ABIE.BAL 3 0.1435 2.4316 2
419_2 ABIE.BAL 4 0.1435 2.336 2
419_2 ABIE.BAL 5 0.0374 0.1157 2
419_2 ABIE.BAL 6 0.015 34.4243 2.65
419_2 ABIE.BAL 7 0.0033 150.041 1
419_2 ABIE.BAL 8 0.0187 0.0552 2
419_2 ABIE.BAL 9 0.0718 0.0336 2
419_2 ABIE.BAL 10 0.0001 0.0001 2
419_2 ACER.RUB 1 0.355 49.8287 2.65
419_2 ACER.RUB 2 0.5 22.519 2
419_2 ACER.RUB 3 0.1435 32.3319 2
419_2 ACER.RUB 4 0.1435 15.9835 2
419_2 ACER.RUB 5 0.0374 14.4169 2
419_2 ACER.RUB 6 0.015 255.2177 2.65
419_2 ACER.RUB 7 0.0033 926.6221 1
419_2 ACER.RUB 8 0.0187 13.9186 2
419_2 ACER.RUB 9 0.0718 7.0471 2
419_2 ACER.RUB 10 0.0001 0.0001 2
419_2 ACER.SAH 1 0.355 79.0895 2.65
419_2 ACER.SAH 2 0.5 30.7369 2
419_2 ACER.SAH 3 0.1435 90.3697 2
419_2 ACER.SAH 4 0.1435 23.188 2
419_2 ACER.SAH 5 0.0374 126.3629 2
419_2 ACER.SAH 6 0.015 726.1205 2.65
419_2 ACER.SAH 7 0.0033 2230.5329 1
419_2 ACER.SAH 8 0.0187 101.6371 2
419_2 ACER.SAH 9 0.0718 31.719 2
419_2 ACER.SAH 10 0.0001 0.0001 2
419_2 BETU.ALL 1 0.355 97.5336 2.65
419_2 BETU.ALL 2 0.5 40.5662 2
419_2 BETU.ALL 3 0.1435 84.9318 2
419_2 BETU.ALL 4 0.1435 28.7052 2
419_2 BETU.ALL 5 0.0374 72.6097 2
419_2 BETU.ALL 6 0.015 561.3437 2.65
419_2 BETU.ALL 7 0.0033 1856.5247 1
419_2 BETU.ALL 8 0.0187 76.4203 2
419_2 BETU.ALL 9 0.0718 26.6039 2
419_2 BETU.ALL 10 0.0001 0.0001 2
419_2 BETU.PAP 1 0.355 35.7619 2.65
419_2 BETU.PAP 2 0.5 17.144 2
419_2 BETU.PAP 3 0.1435 14.8026 2
419_2 BETU.PAP 4 0.1435 11.8291 2
419_2 BETU.PAP 5 0.0374 0.7249 2
419_2 BETU.PAP 6 0.015 154.7896 2.65
419_2 BETU.PAP 7 0.0033 661.9552 1
419_2 BETU.PAP 8 0.0187 0.822 2
419_2 BETU.PAP 9 0.0718 1.4705 2
419_2 BETU.PAP 10 0.0001 0.0001 2
419_2 FAGU.GRA 1 0.355 75.0618 2.65
419_2 FAGU.GRA 2 0.5 28.7299 2
419_2 FAGU.GRA 3 0.1435 96.0984 2
419_2 FAGU.GRA 4 0.1435 23.858 2
419_2 FAGU.GRA 5 0.0374 158.1204 2
419_2 FAGU.GRA 6 0.015 745.1137 2.65
419_2 FAGU.GRA 7 0.0033 2249.6409 1
419_2 FAGU.GRA 8 0.0187 117.6084 2
419_2 FAGU.GRA 9 0.0718 28.1011 2
419_2 FAGU.GRA 10 0.0001 0.0001 2
419_2 LARI.LAR 1 0.355 281.8372 2.65
419_2 LARI.LAR 2 0.5 90.2077 2
419_2 LARI.LAR 3 0.1435 471.7244 2
419_2 LARI.LAR 4 0.1435 61.8848 2
419_2 LARI.LAR 5 0.0374 225.119 2
419_2 LARI.LAR 6 0.015 1974.1253 2.65
419_2 LARI.LAR 7 0.0033 4701.0436 1
419_2 LARI.LAR 8 0.0187 243.4708 2
419_2 LARI.LAR 9 0.0718 234.4365 2
419_2 LARI.LAR 10 0.0001 0.0001 2
419_2 PICE.GLA 1 0.355 270.9637 2.65
419_2 PICE.GLA 2 0.5 79.4644 2
419_2 PICE.GLA 3 0.1435 317.1923 2
419_2 PICE.GLA 4 0.1435 58.417 2
419_2 PICE.GLA 5 0.0374 590.7855 2
419_2 PICE.GLA 6 0.015 1827.4446 2.65
419_2 PICE.GLA 7 0.0033 4806.2765 1
419_2 PICE.GLA 8 0.0187 523.6209 2
419_2 PICE.GLA 9 0.0718 146.3819 2
419_2 PICE.GLA 10 0.0001 0.0001 2
419_2 PICE.MAR 1 0.355 155.8531 2.65
419_2 PICE.MAR 2 0.5 58.1121 2
419_2 PICE.MAR 3 0.1435 142.9424 2
419_2 PICE.MAR 4 0.1435 42.7681 2
419_2 PICE.MAR 5 0.0374 224.2277 2
419_2 PICE.MAR 6 0.015 1045.3687 2.65
419_2 PICE.MAR 7 0.0033 3192.9149 1
419_2 PICE.MAR 8 0.0187 164.9042 2
419_2 PICE.MAR 9 0.0718 54.3274 2
419_2 PICE.MAR 10 0.0001 0.0001 2
419_2 PICE.RUB 1 0.355 27.436 2.65
419_2 PICE.RUB 2 0.5 13.2893 2
419_2 PICE.RUB 3 0.1435 9.7368 2
419_2 PICE.RUB 4 0.1435 8.937 2
419_2 PICE.RUB 5 0.0374 2.0045 2
419_2 PICE.RUB 6 0.015 110.9959 2.65
419_2 PICE.RUB 7 0.0033 478.6952 1
419_2 PICE.RUB 8 0.0187 0.697 2
419_2 PICE.RUB 9 0.0718 0.3779 2
419_2 PICE.RUB 10 0.0001 0.0001 2
419_2 PINU.BAN 1 0.355 172.9746 2.65
419_2 PINU.BAN 2 0.5 68.3444 2
419_2 PINU.BAN 3 0.1435 149.6714 2
419_2 PINU.BAN 4 0.1435 50.2355 2
419_2 PINU.BAN 5 0.0374 242.1904 2
419_2 PINU.BAN 6 0.015 1219.8391 2.65
419_2 PINU.BAN 7 0.0033 3739.0923 1
419_2 PINU.BAN 8 0.0187 156.8599 2
419_2 PINU.BAN 9 0.0718 50.3707 2
419_2 PINU.BAN 10 0.0001 0.0001 2
419_2 PINU.RES 1 0.355 17.0363 2.65
419_2 PINU.RES 2 0.5 3.8517 2
419_2 PINU.RES 3 0.1435 23.2278 2
419_2 PINU.RES 4 0.1435 3.4032 2
419_2 PINU.RES 5 0.0374 44.9338 2
419_2 PINU.RES 6 0.015 173.7822 2.65
419_2 PINU.RES 7 0.0033 433.1942 1
419_2 PINU.RES 8 0.0187 26.3624 2
419_2 PINU.RES 9 0.0718 11.4262 2
419_2 PINU.RES 10 0.0001 0.0001 2
419_2 PINU.STR 1 0.355 112.1494 2.65
419_2 PINU.STR 2 0.5 46.3853 2
419_2 PINU.STR 3 0.1435 74.9758 2
419_2 PINU.STR 4 0.1435 31.2232 2
419_2 PINU.STR 5 0.0374 83.7056 2
419_2 PINU.STR 6 0.015 579.5542 2.65
419_2 PINU.STR 7 0.0033 1937.3863 1
419_2 PINU.STR 8 0.0187 49.2244 2
419_2 PINU.STR 9 0.0718 28.5083 2
419_2 PINU.STR 10 0.0001 0.0001 2
419_2 POPU.TRE 1 0.355 91.6308 2.65
419_2 POPU.TRE 2 0.5 40.004 2
419_2 POPU.TRE 3 0.1435 62.4638 2
419_2 POPU.TRE 4 0.1435 29.4889 2
419_2 POPU.TRE 5 0.0374 27.2112 2
419_2 POPU.TRE 6 0.015 507.3043 2.65
419_2 POPU.TRE 7 0.0033 1850.5362 1
419_2 POPU.TRE 8 0.0187 29.7804 2
419_2 POPU.TRE 9 0.0718 16.5647 2
419_2 POPU.TRE 10 0.0001 0.0001 2
419_2 QUER.RUB 1 0.355 345.8785 2.65
419_2 QUER.RUB 2 0.5 87.2458 2
419_2 QUER.RUB 3 0.1435 508.8032 2
419_2 QUER.RUB 4 0.1435 55.5052 2
419_2 QUER.RUB 5 0.0374 360.2573 2
419_2 QUER.RUB 6 0.015 1690.5374 2.65
419_2 QUER.RUB 7 0.0033 3882.1825 1
419_2 QUER.RUB 8 0.0187 346.6436 2
419_2 QUER.RUB 9 0.0718 359.6735 2
419_2 QUER.RUB 10 0.0001 0.0001 2
419_2 THUJ.SPP.ALL 1 0.355 35.7877 2.65
419_2 THUJ.SPP.ALL 2 0.5 17.5114 2
419_2 THUJ.SPP.ALL 3 0.1435 12.6544 2
419_2 THUJ.SPP.ALL 4 0.1435 11.9847 2
419_2 THUJ.SPP.ALL 5 0.0374 1.6448 2
419_2 THUJ.SPP.ALL 6 0.015 158.568 2.65
419_2 THUJ.SPP.ALL 7 0.0033 693.6201 1
419_2 THUJ.SPP.ALL 8 0.0187 0.5496 2
419_2 THUJ.SPP.ALL 9 0.0718 0.1332 2
419_2 THUJ.SPP.ALL 10 0.0001 0.0001 2
419_2 TSUG.CAN 1 0.355 60.4897 2.65
419_2 TSUG.CAN 2 0.5 24.578 2
419_2 TSUG.CAN 3 0.1435 38.3938 2
419_2 TSUG.CAN 4 0.1435 16.3319 2
419_2 TSUG.CAN 5 0.0374 44.9444 2
419_2 TSUG.CAN 6 0.015 280.1334 2.65
419_2 TSUG.CAN 7 0.0033 923.7161 1
419_2 TSUG.CAN 8 0.0187 36.9425 2
419_2 TSUG.CAN 9 0.0718 13.7981 2
419_2 TSUG.CAN 10 0.0001 0.0001 2
419_3 ABIE.BAL 1 0.355 8.043 2.65
419_3 ABIE.BAL 2 0.5 3.7155 2
419_3 ABIE.BAL 3 0.1435 2.728 2
419_3 ABIE.BAL 4 0.1435 2.6767 2
419_3 ABIE.BAL 5 0.0374 0.1056 2
419_3 ABIE.BAL 6 0.015 38.499 2.65
419_3 ABIE.BAL 7 0.0033 167.26 1
419_3 ABIE.BAL 8 0.0187 0.0382 2
419_3 ABIE.BAL 9 0.0718 0.0095 2
419_3 ABIE.BAL 10 0.0001 0.0001 2
419_3 ACER.RUB 1 0.355 56.832 2.65
419_3 ACER.RUB 2 0.5 25.8747 2
419_3 ACER.RUB 3 0.1435 37.11 2
419_3 ACER.RUB 4 0.1435 18.2338 2
419_3 ACER.RUB 5 0.0374 15.2607 2
419_3 ACER.RUB 6 0.015 287.3787 2.65
419_3 ACER.RUB 7 0.0033 1039.468 1
419_3 ACER.RUB 8 0.0187 14.4741 2
419_3 ACER.RUB 9 0.0718 7.4332 2
419_3 ACER.RUB 10 0.0001 0.0001 2
419_3 ACER.SAH 1 0.355 62.4151 2.65
419_3 ACER.SAH 2 0.5 25.3711 2
419_3 ACER.SAH 3 0.1435 61.1774 2
419_3 ACER.SAH 4 0.1435 19.1863 2
419_3 ACER.SAH 5 0.0374 88.2649 2
419_3 ACER.SAH 6 0.015 546.1398 2.65
419_3 ACER.SAH 7 0.0033 1772.0838 1
419_3 ACER.SAH 8 0.0187 70.8057 2
419_3 ACER.SAH 9 0.0718 17.7638 2
419_3 ACER.SAH 10 0.0001 0.0001 2
419_3 BETU.ALL 1 0.355 102.1449 2.65
419_3 BETU.ALL 2 0.5 43.3991 2
419_3 BETU.ALL 3 0.1435 82.8118 2
419_3 BETU.ALL 4 0.1435 30.4016 2
419_3 BETU.ALL 5 0.0374 66.1608 2
419_3 BETU.ALL 6 0.015 570.0217 2.65
419_3 BETU.ALL 7 0.0033 1917.3263 1
419_3 BETU.ALL 8 0.0187 69.615 2
419_3 BETU.ALL 9 0.0718 24.64 2
419_3 BETU.ALL 10 0.0001 0.0001 2
419_3 BETU.PAP 1 0.355 38.8913 2.65
419_3 BETU.PAP 2 0.5 18.8591 2
419_3 BETU.PAP 3 0.1435 14.9667 2
419_3 BETU.PAP 4 0.1435 12.9365 2
419_3 BETU.PAP 5 0.0374 0.5671 2
419_3 BETU.PAP 6 0.015 166.2308 2.65
419_3 BETU.PAP 7 0.0033 715.234 1
419_3 BETU.PAP 8 0.0187 0.5931 2
419_3 BETU.PAP 9 0.0718 0.5512 2
419_3 BETU.PAP 10 0.0001 0.0001 2
419_3 FAGU.GRA 1 0.355 94.3978 2.65
419_3 FAGU.GRA 2 0.5 40.3951 2
419_3 FAGU.GRA 3 0.1435 100.2424 2
419_3 FAGU.GRA 4 0.1435 31.7649 2
419_3 FAGU.GRA 5 0.0374 172.1873 2
419_3 FAGU.GRA 6 0.015 894.7736 2.65
419_3 FAGU.GRA 7 0.0033 2735.2941 1
419_3 FAGU.GRA 8 0.0187 125.5446 2
419_3 FAGU.GRA 9 0.0718 19.8082 2
419_3 FAGU.GRA 10 0.0001 0.0001 2
419_3 LARI.LAR 1 0.355 18.3106 2.65
419_3 LARI.LAR 2 0.5 8.8178 2
419_3 LARI.LAR 3 0.1435 5.976 2
419_3 LARI.LAR 4 0.1435 5.9616 2
419_3 LARI.LAR 5 0.0374 0.0001 2
419_3 LARI.LAR 6 0.015 68.9172 2.65
419_3 LARI.LAR 7 0.0033 303.9436 1
419_3 LARI.LAR 8 0.0187 0.0001 2
419_3 LARI.LAR 9 0.0718 0.0001 2
419_3 LARI.LAR 10 0.0001 0.0001 2
